Disease,County,Year,Cases,Population
Anaplasmosis,Alameda,2001,0,1465564
Anaplasmosis,Alameda,2002,0,1468468
Anaplasmosis,Alameda,2003,0,1467187
Anaplasmosis,Alameda,2004,0,1465540
Anaplasmosis,Alameda,2005,0,1459882
Anaplasmosis,Alameda,2006,0,1464839
Anaplasmosis,Alameda,2007,0,1476401
Anaplasmosis,Alameda,2008,0,1491781
Anaplasmosis,Alameda,2009,0,1503827
Anaplasmosis,Alameda,2010,0,1510272
Anaplasmosis,Alameda,2011,0,1535986
Anaplasmosis,Alameda,2012,0,1560713
Anaplasmosis,Alameda,2013,0,1584064
Anaplasmosis,Alameda,2014,0,1608614
Anaplasmosis,Alameda,2015,0,1630159
Anaplasmosis,Alameda,2016,1,1647332
Anaplasmosis,Alameda,2017,1,1659750
Anaplasmosis,Alameda,2018,0,1669659
Anaplasmosis,Alameda,2019,1,1678926
Anaplasmosis,Alameda,2020,0,1676458
Anaplasmosis,Alameda,2021,1,1654938
Anaplasmosis,Alameda,2022,0,1638979
Anaplasmosis,Alpine,2001,0,1237
Anaplasmosis,Alpine,2002,0,1248
Anaplasmosis,Alpine,2003,0,1249
Anaplasmosis,Alpine,2004,0,1266
Anaplasmosis,Alpine,2005,0,1208
Anaplasmosis,Alpine,2006,0,1255
Anaplasmosis,Alpine,2007,0,1248
Anaplasmosis,Alpine,2008,0,1208
Anaplasmosis,Alpine,2009,0,1180
Anaplasmosis,Alpine,2010,0,1175
Anaplasmosis,Alpine,2011,0,1181
Anaplasmosis,Alpine,2012,0,1186
Anaplasmosis,Alpine,2013,0,1193
Anaplasmosis,Alpine,2014,0,1199
Anaplasmosis,Alpine,2015,0,1201
Anaplasmosis,Alpine,2016,0,1207
Anaplasmosis,Alpine,2017,0,1211
Anaplasmosis,Alpine,2018,0,1208
Anaplasmosis,Alpine,2019,0,1205
Anaplasmosis,Alpine,2020,0,1201
Anaplasmosis,Alpine,2021,0,1181
Anaplasmosis,Alpine,2022,0,1175
Anaplasmosis,Amador,2001,0,35784
Anaplasmosis,Amador,2002,0,36535
Anaplasmosis,Amador,2003,0,36776
Anaplasmosis,Amador,2004,0,37147
Anaplasmosis,Amador,2005,0,37722
Anaplasmosis,Amador,2006,0,37964
Anaplasmosis,Amador,2007,0,38085
Anaplasmosis,Amador,2008,0,37864
Anaplasmosis,Amador,2009,0,37905
Anaplasmosis,Amador,2010,0,38091
Anaplasmosis,Amador,2011,0,37122
Anaplasmosis,Amador,2012,0,36903
Anaplasmosis,Amador,2013,0,36561
Anaplasmosis,Amador,2014,0,36930
Anaplasmosis,Amador,2015,0,36905
Anaplasmosis,Amador,2016,0,37929
Anaplasmosis,Amador,2017,0,38549
Anaplasmosis,Amador,2018,0,40038
Anaplasmosis,Amador,2019,0,40279
Anaplasmosis,Amador,2020,0,40446
Anaplasmosis,Amador,2021,0,40222
Anaplasmosis,Amador,2022,0,40052
Anaplasmosis,Butte,2001,0,205730
Anaplasmosis,Butte,2002,0,208154
Anaplasmosis,Butte,2003,0,210623
Anaplasmosis,Butte,2004,0,212212
Anaplasmosis,Butte,2005,0,213698
Anaplasmosis,Butte,2006,0,215684
Anaplasmosis,Butte,2007,0,217115
Anaplasmosis,Butte,2008,0,218485
Anaplasmosis,Butte,2009,0,219287
Anaplasmosis,Butte,2010,0,220000
Anaplasmosis,Butte,2011,0,222149
Anaplasmosis,Butte,2012,0,224316
Anaplasmosis,Butte,2013,0,225544
Anaplasmosis,Butte,2014,0,227830
Anaplasmosis,Butte,2015,0,229359
Anaplasmosis,Butte,2016,0,230681
Anaplasmosis,Butte,2017,0,233080
Anaplasmosis,Butte,2018,0,234627
Anaplasmosis,Butte,2019,0,226714
Anaplasmosis,Butte,2020,0,210426
Anaplasmosis,Butte,2021,0,206694
Anaplasmosis,Butte,2022,1,206932
Anaplasmosis,Calaveras,2001,0,41428
Anaplasmosis,Calaveras,2002,0,42119
Anaplasmosis,Calaveras,2003,0,43186
Anaplasmosis,Calaveras,2004,0,43924
Anaplasmosis,Calaveras,2005,0,44773
Anaplasmosis,Calaveras,2006,0,45316
Anaplasmosis,Calaveras,2007,0,45638
Anaplasmosis,Calaveras,2008,0,45702
Anaplasmosis,Calaveras,2009,0,45562
Anaplasmosis,Calaveras,2010,0,45578
Anaplasmosis,Calaveras,2011,0,45519
Anaplasmosis,Calaveras,2012,0,45512
Anaplasmosis,Calaveras,2013,0,45429
Anaplasmosis,Calaveras,2014,0,45423
Anaplasmosis,Calaveras,2015,0,45414
Anaplasmosis,Calaveras,2016,0,45365
Anaplasmosis,Calaveras,2017,0,45354
Anaplasmosis,Calaveras,2018,0,45365
Anaplasmosis,Calaveras,2019,0,45285
Anaplasmosis,Calaveras,2020,0,45277
Anaplasmosis,Calaveras,2021,0,45013
Anaplasmosis,Calaveras,2022,0,44833
Anaplasmosis,California,2001,0,34512742
Anaplasmosis,California,2002,0,34938290
Anaplasmosis,California,2003,0,35388928
Anaplasmosis,California,2004,0,35752765
Anaplasmosis,California,2005,0,35985582
Anaplasmosis,California,2006,0,36246822
Anaplasmosis,California,2007,0,36552529
Anaplasmosis,California,2008,0,36856222
Anaplasmosis,California,2009,0,37077204
Anaplasmosis,California,2010,2,37253956
Anaplasmosis,California,2011,3,37703593
Anaplasmosis,California,2012,4,38055785
Anaplasmosis,California,2013,8,38342642
Anaplasmosis,California,2014,5,38644802
Anaplasmosis,California,2015,4,38913507
Anaplasmosis,California,2016,6,39127855
Anaplasmosis,California,2017,8,39328926
Anaplasmosis,California,2018,7,39476064
Anaplasmosis,California,2019,6,39529566
Anaplasmosis,California,2020,7,39520071
Anaplasmosis,California,2021,14,39239553
Anaplasmosis,California,2022,16,39028571
Anaplasmosis,Colusa,2001,0,19068
Anaplasmosis,Colusa,2002,0,19391
Anaplasmosis,Colusa,2003,0,19685
Anaplasmosis,Colusa,2004,0,20184
Anaplasmosis,Colusa,2005,0,20565
Anaplasmosis,Colusa,2006,0,20893
Anaplasmosis,Colusa,2007,0,21119
Anaplasmosis,Colusa,2008,0,21172
Anaplasmosis,Colusa,2009,0,21270
Anaplasmosis,Colusa,2010,0,21419
Anaplasmosis,Colusa,2011,0,21356
Anaplasmosis,Colusa,2012,0,21406
Anaplasmosis,Colusa,2013,0,21464
Anaplasmosis,Colusa,2014,0,21414
Anaplasmosis,Colusa,2015,0,21455
Anaplasmosis,Colusa,2016,0,21677
Anaplasmosis,Colusa,2017,0,21792
Anaplasmosis,Colusa,2018,0,21690
Anaplasmosis,Colusa,2019,0,21745
Anaplasmosis,Colusa,2020,0,21777
Anaplasmosis,Colusa,2021,0,21867
Anaplasmosis,Colusa,2022,0,21923
Anaplasmosis,Contra Costa,2001,0,970496
Anaplasmosis,Contra Costa,2002,0,978795
Anaplasmosis,Contra Costa,2003,0,989705
Anaplasmosis,Contra Costa,2004,0,998201
Anaplasmosis,Contra Costa,2005,0,1004230
Anaplasmosis,Contra Costa,2006,0,1010104
Anaplasmosis,Contra Costa,2007,0,1021251
Anaplasmosis,Contra Costa,2008,0,1033292
Anaplasmosis,Contra Costa,2009,0,1043501
Anaplasmosis,Contra Costa,2010,0,1049025
Anaplasmosis,Contra Costa,2011,0,1068330
Anaplasmosis,Contra Costa,2012,0,1082513
Anaplasmosis,Contra Costa,2013,0,1098192
Anaplasmosis,Contra Costa,2014,0,1112733
Anaplasmosis,Contra Costa,2015,1,1128317
Anaplasmosis,Contra Costa,2016,0,1141566
Anaplasmosis,Contra Costa,2017,0,1149457
Anaplasmosis,Contra Costa,2018,0,1158017
Anaplasmosis,Contra Costa,2019,1,1162287
Anaplasmosis,Contra Costa,2020,0,1165556
Anaplasmosis,Contra Costa,2021,2,1160418
Anaplasmosis,Contra Costa,2022,0,1149586
Anaplasmosis,Del Norte,2001,0,27418
Anaplasmosis,Del Norte,2002,0,27615
Anaplasmosis,Del Norte,2003,0,27871
Anaplasmosis,Del Norte,2004,0,28187
Anaplasmosis,Del Norte,2005,0,28315
Anaplasmosis,Del Norte,2006,0,28276
Anaplasmosis,Del Norte,2007,0,28480
Anaplasmosis,Del Norte,2008,0,28571
Anaplasmosis,Del Norte,2009,0,28559
Anaplasmosis,Del Norte,2010,0,28610
Anaplasmosis,Del Norte,2011,0,28261
Anaplasmosis,Del Norte,2012,0,28038
Anaplasmosis,Del Norte,2013,0,27589
Anaplasmosis,Del Norte,2014,0,27260
Anaplasmosis,Del Norte,2015,0,27113
Anaplasmosis,Del Norte,2016,0,27070
Anaplasmosis,Del Norte,2017,0,26898
Anaplasmosis,Del Norte,2018,0,27572
Anaplasmosis,Del Norte,2019,0,27604
Anaplasmosis,Del Norte,2020,0,27638
Anaplasmosis,Del Norte,2021,0,27365
Anaplasmosis,Del Norte,2022,0,26604
Anaplasmosis,El Dorado,2001,0,161880
Anaplasmosis,El Dorado,2002,0,164725
Anaplasmosis,El Dorado,2003,0,167670
Anaplasmosis,El Dorado,2004,0,170304
Anaplasmosis,El Dorado,2005,0,173181
Anaplasmosis,El Dorado,2006,0,175258
Anaplasmosis,El Dorado,2007,0,177195
Anaplasmosis,El Dorado,2008,0,178599
Anaplasmosis,El Dorado,2009,0,179701
Anaplasmosis,El Dorado,2010,0,181058
Anaplasmosis,El Dorado,2011,0,180832
Anaplasmosis,El Dorado,2012,0,180978
Anaplasmosis,El Dorado,2013,0,181963
Anaplasmosis,El Dorado,2014,0,181898
Anaplasmosis,El Dorado,2015,0,182205
Anaplasmosis,El Dorado,2016,0,182937
Anaplasmosis,El Dorado,2017,0,184800
Anaplasmosis,El Dorado,2018,0,187122
Anaplasmosis,El Dorado,2019,0,187905
Anaplasmosis,El Dorado,2020,0,191032
Anaplasmosis,El Dorado,2021,0,191309
Anaplasmosis,El Dorado,2022,0,189382
Anaplasmosis,Fresno,2001,0,815003
Anaplasmosis,Fresno,2002,0,828637
Anaplasmosis,Fresno,2003,0,845917
Anaplasmosis,Fresno,2004,0,860226
Anaplasmosis,Fresno,2005,0,871910
Anaplasmosis,Fresno,2006,0,886376
Anaplasmosis,Fresno,2007,0,899826
Anaplasmosis,Fresno,2008,0,913239
Anaplasmosis,Fresno,2009,0,923895
Anaplasmosis,Fresno,2010,0,930450
Anaplasmosis,Fresno,2011,0,941793
Anaplasmosis,Fresno,2012,0,949363
Anaplasmosis,Fresno,2013,1,955481
Anaplasmosis,Fresno,2014,0,963010
Anaplasmosis,Fresno,2015,0,970859
Anaplasmosis,Fresno,2016,0,977361
Anaplasmosis,Fresno,2017,0,985393
Anaplasmosis,Fresno,2018,0,993965
Anaplasmosis,Fresno,2019,0,1001640
Anaplasmosis,Fresno,2020,0,1007344
Anaplasmosis,Fresno,2021,0,1010453
Anaplasmosis,Fresno,2022,0,1012350
Anaplasmosis,Glenn,2001,0,26611
Anaplasmosis,Glenn,2002,0,26792
Anaplasmosis,Glenn,2003,0,27156
Anaplasmosis,Glenn,2004,0,27264
Anaplasmosis,Glenn,2005,0,27525
Anaplasmosis,Glenn,2006,0,27731
Anaplasmosis,Glenn,2007,0,28013
Anaplasmosis,Glenn,2008,0,28120
Anaplasmosis,Glenn,2009,0,28056
Anaplasmosis,Glenn,2010,0,28122
Anaplasmosis,Glenn,2011,0,28219
Anaplasmosis,Glenn,2012,0,28009
Anaplasmosis,Glenn,2013,0,28014
Anaplasmosis,Glenn,2014,0,28075
Anaplasmosis,Glenn,2015,0,28001
Anaplasmosis,Glenn,2016,0,28005
Anaplasmosis,Glenn,2017,0,28072
Anaplasmosis,Glenn,2018,0,28134
Anaplasmosis,Glenn,2019,0,28525
Anaplasmosis,Glenn,2020,0,28891
Anaplasmosis,Glenn,2021,0,28734
Anaplasmosis,Glenn,2022,0,28685
Anaplasmosis,Humboldt,2001,0,127348
Anaplasmosis,Humboldt,2002,0,128755
Anaplasmosis,Humboldt,2003,0,130179
Anaplasmosis,Humboldt,2004,0,131243
Anaplasmosis,Humboldt,2005,0,131689
Anaplasmosis,Humboldt,2006,0,132226
Anaplasmosis,Humboldt,2007,0,132657
Anaplasmosis,Humboldt,2008,0,133201
Anaplasmosis,Humboldt,2009,0,133766
Anaplasmosis,Humboldt,2010,0,134623
Anaplasmosis,Humboldt,2011,0,135810
Anaplasmosis,Humboldt,2012,0,135500
Anaplasmosis,Humboldt,2013,0,135676
Anaplasmosis,Humboldt,2014,1,135710
Anaplasmosis,Humboldt,2015,0,136348
Anaplasmosis,Humboldt,2016,0,137346
Anaplasmosis,Humboldt,2017,1,137492
Anaplasmosis,Humboldt,2018,0,137493
Anaplasmosis,Humboldt,2019,1,136740
Anaplasmosis,Humboldt,2020,0,136204
Anaplasmosis,Humboldt,2021,0,134639
Anaplasmosis,Humboldt,2022,0,134417
Anaplasmosis,Imperial,2001,0,144726
Anaplasmosis,Imperial,2002,0,147185
Anaplasmosis,Imperial,2003,0,150909
Anaplasmosis,Imperial,2004,0,153937
Anaplasmosis,Imperial,2005,0,157657
Anaplasmosis,Imperial,2006,0,162532
Anaplasmosis,Imperial,2007,0,166894
Anaplasmosis,Imperial,2008,0,170104
Anaplasmosis,Imperial,2009,0,173241
Anaplasmosis,Imperial,2010,0,174528
Anaplasmosis,Imperial,2011,0,176872
Anaplasmosis,Imperial,2012,0,177385
Anaplasmosis,Imperial,2013,0,177312
Anaplasmosis,Imperial,2014,0,178967
Anaplasmosis,Imperial,2015,0,179952
Anaplasmosis,Imperial,2016,0,180280
Anaplasmosis,Imperial,2017,0,180627
Anaplasmosis,Imperial,2018,0,180627
Anaplasmosis,Imperial,2019,0,180809
Anaplasmosis,Imperial,2020,0,180182
Anaplasmosis,Imperial,2021,0,179340
Anaplasmosis,Imperial,2022,0,179062
Anaplasmosis,Inyo,2001,0,18207
Anaplasmosis,Inyo,2002,0,18415
Anaplasmosis,Inyo,2003,0,18507
Anaplasmosis,Inyo,2004,0,18559
Anaplasmosis,Inyo,2005,0,18463
Anaplasmosis,Inyo,2006,0,18421
Anaplasmosis,Inyo,2007,0,18447
Anaplasmosis,Inyo,2008,0,18383
Anaplasmosis,Inyo,2009,0,18448
Anaplasmosis,Inyo,2010,0,18546
Anaplasmosis,Inyo,2011,0,18624
Anaplasmosis,Inyo,2012,0,18702
Anaplasmosis,Inyo,2013,0,18761
Anaplasmosis,Inyo,2014,0,18873
Anaplasmosis,Inyo,2015,0,18911
Anaplasmosis,Inyo,2016,0,18956
Anaplasmosis,Inyo,2017,0,18945
Anaplasmosis,Inyo,2018,0,18953
Anaplasmosis,Inyo,2019,0,18947
Anaplasmosis,Inyo,2020,0,18985
Anaplasmosis,Inyo,2021,0,18879
Anaplasmosis,Inyo,2022,0,18864
Anaplasmosis,Kern,2001,0,679674
Anaplasmosis,Kern,2002,0,696504
Anaplasmosis,Kern,2003,0,717797
Anaplasmosis,Kern,2004,0,740022
Anaplasmosis,Kern,2005,0,761972
Anaplasmosis,Kern,2006,0,786220
Anaplasmosis,Kern,2007,0,805798
Anaplasmosis,Kern,2008,0,819891
Anaplasmosis,Kern,2009,0,831134
Anaplasmosis,Kern,2010,1,839631
Anaplasmosis,Kern,2011,0,850117
Anaplasmosis,Kern,2012,0,858439
Anaplasmosis,Kern,2013,0,867036
Anaplasmosis,Kern,2014,0,872913
Anaplasmosis,Kern,2015,0,878081
Anaplasmosis,Kern,2016,1,880702
Anaplasmosis,Kern,2017,0,888203
Anaplasmosis,Kern,2018,0,895655
Anaplasmosis,Kern,2019,0,903150
Anaplasmosis,Kern,2020,0,905241
Anaplasmosis,Kern,2021,0,908195
Anaplasmosis,Kern,2022,0,908513
Anaplasmosis,Kings,2001,0,132441
Anaplasmosis,Kings,2002,0,134664
Anaplasmosis,Kings,2003,0,138772
Anaplasmosis,Kings,2004,0,142617
Anaplasmosis,Kings,2005,0,144601
Anaplasmosis,Kings,2006,0,147496
Anaplasmosis,Kings,2007,0,150378
Anaplasmosis,Kings,2008,0,151834
Anaplasmosis,Kings,2009,0,151794
Anaplasmosis,Kings,2010,0,152982
Anaplasmosis,Kings,2011,0,151488
Anaplasmosis,Kings,2012,0,149766
Anaplasmosis,Kings,2013,0,149667
Anaplasmosis,Kings,2014,0,148494
Anaplasmosis,Kings,2015,0,148525
Anaplasmosis,Kings,2016,0,147615
Anaplasmosis,Kings,2017,0,148933
Anaplasmosis,Kings,2018,0,151040
Anaplasmosis,Kings,2019,0,151691
Anaplasmosis,Kings,2020,0,152200
Anaplasmosis,Kings,2021,0,151514
Anaplasmosis,Kings,2022,0,151337
Anaplasmosis,Lake,2001,0,60046
Anaplasmosis,Lake,2002,0,61005
Anaplasmosis,Lake,2003,0,61981
Anaplasmosis,Lake,2004,0,62633
Anaplasmosis,Lake,2005,0,63107
Anaplasmosis,Lake,2006,0,63792
Anaplasmosis,Lake,2007,0,63986
Anaplasmosis,Lake,2008,0,64370
Anaplasmosis,Lake,2009,0,64396
Anaplasmosis,Lake,2010,0,64665
Anaplasmosis,Lake,2011,0,66259
Anaplasmosis,Lake,2012,0,67017
Anaplasmosis,Lake,2013,0,67300
Anaplasmosis,Lake,2014,0,67677
Anaplasmosis,Lake,2015,0,66931
Anaplasmosis,Lake,2016,0,66945
Anaplasmosis,Lake,2017,0,67963
Anaplasmosis,Lake,2018,0,68358
Anaplasmosis,Lake,2019,0,68114
Anaplasmosis,Lake,2020,0,67637
Anaplasmosis,Lake,2021,1,67572
Anaplasmosis,Lake,2022,0,67391
Anaplasmosis,Lassen,2001,0,33650
Anaplasmosis,Lassen,2002,0,33603
Anaplasmosis,Lassen,2003,0,34053
Anaplasmosis,Lassen,2004,0,34574
Anaplasmosis,Lassen,2005,0,34528
Anaplasmosis,Lassen,2006,0,35011
Anaplasmosis,Lassen,2007,0,35749
Anaplasmosis,Lassen,2008,0,35120
Anaplasmosis,Lassen,2009,0,34773
Anaplasmosis,Lassen,2010,0,34895
Anaplasmosis,Lassen,2011,0,34813
Anaplasmosis,Lassen,2012,0,33533
Anaplasmosis,Lassen,2013,0,33040
Anaplasmosis,Lassen,2014,0,32725
Anaplasmosis,Lassen,2015,1,31697
Anaplasmosis,Lassen,2016,0,32309
Anaplasmosis,Lassen,2017,0,32655
Anaplasmosis,Lassen,2018,0,32936
Anaplasmosis,Lassen,2019,0,32857
Anaplasmosis,Lassen,2020,0,31719
Anaplasmosis,Lassen,2021,0,30851
Anaplasmosis,Lassen,2022,0,29387
Anaplasmosis,Los Angeles,2001,0,9635795
Anaplasmosis,Los Angeles,2002,0,9722444
Anaplasmosis,Los Angeles,2003,0,9791022
Anaplasmosis,Los Angeles,2004,0,9822508
Anaplasmosis,Los Angeles,2005,0,9809557
Anaplasmosis,Los Angeles,2006,0,9787327
Anaplasmosis,Los Angeles,2007,0,9773894
Anaplasmosis,Los Angeles,2008,0,9796812
Anaplasmosis,Los Angeles,2009,0,9805233
Anaplasmosis,Los Angeles,2010,0,9818603
Anaplasmosis,Los Angeles,2011,0,9893861
Anaplasmosis,Los Angeles,2012,0,9970512
Anaplasmosis,Los Angeles,2013,0,10012612
Anaplasmosis,Los Angeles,2014,0,10052498
Anaplasmosis,Los Angeles,2015,0,10083826
Anaplasmosis,Los Angeles,2016,0,10099858
Anaplasmosis,Los Angeles,2017,0,10114636
Anaplasmosis,Los Angeles,2018,2,10100671
Anaplasmosis,Los Angeles,2019,0,10063851
Anaplasmosis,Los Angeles,2020,0,10013543
Anaplasmosis,Los Angeles,2021,1,9905214
Anaplasmosis,Los Angeles,2022,2,9792167
Anaplasmosis,Madera,2001,0,126456
Anaplasmosis,Madera,2002,0,128484
Anaplasmosis,Madera,2003,0,132814
Anaplasmosis,Madera,2004,0,136488
Anaplasmosis,Madera,2005,0,139868
Anaplasmosis,Madera,2006,0,143528
Anaplasmosis,Madera,2007,0,146806
Anaplasmosis,Madera,2008,0,149114
Anaplasmosis,Madera,2009,0,150151
Anaplasmosis,Madera,2010,0,150865
Anaplasmosis,Madera,2011,0,151338
Anaplasmosis,Madera,2012,0,150285
Anaplasmosis,Madera,2013,0,151234
Anaplasmosis,Madera,2014,0,152611
Anaplasmosis,Madera,2015,0,152897
Anaplasmosis,Madera,2016,0,153136
Anaplasmosis,Madera,2017,0,154238
Anaplasmosis,Madera,2018,0,155476
Anaplasmosis,Madera,2019,0,155291
Anaplasmosis,Madera,2020,0,156141
Anaplasmosis,Madera,2021,0,156860
Anaplasmosis,Madera,2022,0,157382
Anaplasmosis,Marin,2001,0,247731
Anaplasmosis,Marin,2002,0,247382
Anaplasmosis,Marin,2003,0,247280
Anaplasmosis,Marin,2004,0,246684
Anaplasmosis,Marin,2005,0,246686
Anaplasmosis,Marin,2006,0,247247
Anaplasmosis,Marin,2007,0,248802
Anaplasmosis,Marin,2008,0,250288
Anaplasmosis,Marin,2009,0,251230
Anaplasmosis,Marin,2010,0,252409
Anaplasmosis,Marin,2011,0,255411
Anaplasmosis,Marin,2012,1,257455
Anaplasmosis,Marin,2013,0,260645
Anaplasmosis,Marin,2014,0,263335
Anaplasmosis,Marin,2015,0,263964
Anaplasmosis,Marin,2016,0,265181
Anaplasmosis,Marin,2017,2,264753
Anaplasmosis,Marin,2018,1,264944
Anaplasmosis,Marin,2019,0,263917
Anaplasmosis,Marin,2020,1,261227
Anaplasmosis,Marin,2021,5,258385
Anaplasmosis,Marin,2022,8,254590
Anaplasmosis,Mariposa,2001,0,17269
Anaplasmosis,Mariposa,2002,0,17461
Anaplasmosis,Mariposa,2003,0,17764
Anaplasmosis,Mariposa,2004,0,17872
Anaplasmosis,Mariposa,2005,0,18057
Anaplasmosis,Mariposa,2006,0,18244
Anaplasmosis,Mariposa,2007,0,18376
Anaplasmosis,Mariposa,2008,0,18385
Anaplasmosis,Mariposa,2009,0,18281
Anaplasmosis,Mariposa,2010,0,18251
Anaplasmosis,Mariposa,2011,0,18157
Anaplasmosis,Mariposa,2012,0,18072
Anaplasmosis,Mariposa,2013,0,17937
Anaplasmosis,Mariposa,2014,1,17848
Anaplasmosis,Mariposa,2015,0,17732
Anaplasmosis,Mariposa,2016,0,17644
Anaplasmosis,Mariposa,2017,0,17502
Anaplasmosis,Mariposa,2018,0,17345
Anaplasmosis,Mariposa,2019,0,17213
Anaplasmosis,Mariposa,2020,0,17124
Anaplasmosis,Mariposa,2021,0,17016
Anaplasmosis,Mariposa,2022,0,16970
Anaplasmosis,Mendocino,2001,0,87140
Anaplasmosis,Mendocino,2002,0,87507
Anaplasmosis,Mendocino,2003,0,88017
Anaplasmosis,Mendocino,2004,0,88239
Anaplasmosis,Mendocino,2005,0,88016
Anaplasmosis,Mendocino,2006,0,87584
Anaplasmosis,Mendocino,2007,0,87646
Anaplasmosis,Mendocino,2008,0,87782
Anaplasmosis,Mendocino,2009,0,87569
Anaplasmosis,Mendocino,2010,0,87841
Anaplasmosis,Mendocino,2011,0,87826
Anaplasmosis,Mendocino,2012,0,88936
Anaplasmosis,Mendocino,2013,0,89346
Anaplasmosis,Mendocino,2014,0,90108
Anaplasmosis,Mendocino,2015,0,90198
Anaplasmosis,Mendocino,2016,0,91021
Anaplasmosis,Mendocino,2017,0,91609
Anaplasmosis,Mendocino,2018,0,91726
Anaplasmosis,Mendocino,2019,2,91727
Anaplasmosis,Mendocino,2020,0,91074
Anaplasmosis,Mendocino,2021,1,90445
Anaplasmosis,Mendocino,2022,0,89530
Anaplasmosis,Merced,2001,0,217319
Anaplasmosis,Merced,2002,0,222733
Anaplasmosis,Merced,2003,0,229182
Anaplasmosis,Merced,2004,0,235549
Anaplasmosis,Merced,2005,0,240600
Anaplasmosis,Merced,2006,0,245555
Anaplasmosis,Merced,2007,0,249538
Anaplasmosis,Merced,2008,0,251932
Anaplasmosis,Merced,2009,0,254123
Anaplasmosis,Merced,2010,0,255793
Anaplasmosis,Merced,2011,0,259700
Anaplasmosis,Merced,2012,0,262303
Anaplasmosis,Merced,2013,0,263324
Anaplasmosis,Merced,2014,0,265556
Anaplasmosis,Merced,2015,0,267099
Anaplasmosis,Merced,2016,0,268701
Anaplasmosis,Merced,2017,0,272610
Anaplasmosis,Merced,2018,0,274871
Anaplasmosis,Merced,2019,0,278157
Anaplasmosis,Merced,2020,0,280909
Anaplasmosis,Merced,2021,0,281750
Anaplasmosis,Merced,2022,0,285593
Anaplasmosis,Modoc,2001,0,9434
Anaplasmosis,Modoc,2002,0,9400
Anaplasmosis,Modoc,2003,0,9511
Anaplasmosis,Modoc,2004,0,9602
Anaplasmosis,Modoc,2005,0,9588
Anaplasmosis,Modoc,2006,0,9639
Anaplasmosis,Modoc,2007,0,9590
Anaplasmosis,Modoc,2008,0,9623
Anaplasmosis,Modoc,2009,0,9632
Anaplasmosis,Modoc,2010,0,9686
Anaplasmosis,Modoc,2011,0,9479
Anaplasmosis,Modoc,2012,0,9341
Anaplasmosis,Modoc,2013,0,9049
Anaplasmosis,Modoc,2014,0,8959
Anaplasmosis,Modoc,2015,0,8952
Anaplasmosis,Modoc,2016,0,8795
Anaplasmosis,Modoc,2017,0,8691
Anaplasmosis,Modoc,2018,0,8755
Anaplasmosis,Modoc,2019,0,8709
Anaplasmosis,Modoc,2020,0,8703
Anaplasmosis,Modoc,2021,0,8579
Anaplasmosis,Modoc,2022,0,8640
Anaplasmosis,Mono,2001,0,13213
Anaplasmosis,Mono,2002,0,13383
Anaplasmosis,Mono,2003,0,13574
Anaplasmosis,Mono,2004,0,13726
Anaplasmosis,Mono,2005,0,13799
Anaplasmosis,Mono,2006,0,14151
Anaplasmosis,Mono,2007,0,14212
Anaplasmosis,Mono,2008,0,14073
Anaplasmosis,Mono,2009,0,14075
Anaplasmosis,Mono,2010,0,14202
Anaplasmosis,Mono,2011,0,14243
Anaplasmosis,Mono,2012,0,13982
Anaplasmosis,Mono,2013,0,13724
Anaplasmosis,Mono,2014,0,13717
Anaplasmosis,Mono,2015,0,13548
Anaplasmosis,Mono,2016,0,13389
Anaplasmosis,Mono,2017,0,13355
Anaplasmosis,Mono,2018,0,13222
Anaplasmosis,Mono,2019,0,13227
Anaplasmosis,Mono,2020,0,13310
Anaplasmosis,Mono,2021,0,13258
Anaplasmosis,Mono,2022,0,13159
Anaplasmosis,Monterey,2001,0,406264
Anaplasmosis,Monterey,2002,0,408599
Anaplasmosis,Monterey,2003,0,411941
Anaplasmosis,Monterey,2004,0,411121
Anaplasmosis,Monterey,2005,0,407974
Anaplasmosis,Monterey,2006,0,405877
Anaplasmosis,Monterey,2007,0,407896
Anaplasmosis,Monterey,2008,0,410877
Anaplasmosis,Monterey,2009,0,413590
Anaplasmosis,Monterey,2010,0,415057
Anaplasmosis,Monterey,2011,0,420251
Anaplasmosis,Monterey,2012,0,424445
Anaplasmosis,Monterey,2013,0,426355
Anaplasmosis,Monterey,2014,0,428633
Anaplasmosis,Monterey,2015,0,433478
Anaplasmosis,Monterey,2016,0,437116
Anaplasmosis,Monterey,2017,0,438011
Anaplasmosis,Monterey,2018,0,439618
Anaplasmosis,Monterey,2019,0,440874
Anaplasmosis,Monterey,2020,0,439227
Anaplasmosis,Monterey,2021,0,437644
Anaplasmosis,Monterey,2022,0,434281
Anaplasmosis,Napa,2001,0,126188
Anaplasmosis,Napa,2002,0,127942
Anaplasmosis,Napa,2003,0,129422
Anaplasmosis,Napa,2004,0,130204
Anaplasmosis,Napa,2005,0,130740
Anaplasmosis,Napa,2006,0,131920
Anaplasmosis,Napa,2007,0,133155
Anaplasmosis,Napa,2008,0,134786
Anaplasmosis,Napa,2009,0,135664
Anaplasmosis,Napa,2010,0,136484
Anaplasmosis,Napa,2011,0,137468
Anaplasmosis,Napa,2012,0,138859
Anaplasmosis,Napa,2013,0,139378
Anaplasmosis,Napa,2014,0,140461
Anaplasmosis,Napa,2015,0,140955
Anaplasmosis,Napa,2016,0,141089
Anaplasmosis,Napa,2017,1,140299
Anaplasmosis,Napa,2018,0,139558
