Disease,County,Year,Cases,Population
Ciguatera Fish Poisoning,Yuba,2012,0,73721
Ciguatera Fish Poisoning,Yuba,2013,0,74137
Ciguatera Fish Poisoning,Yuba,2014,0,74877
Ciguatera Fish Poisoning,Yuba,2015,0,75748
Ciguatera Fish Poisoning,Yuba,2016,0,76782
Ciguatera Fish Poisoning,Yuba,2017,0,78181
Ciguatera Fish Poisoning,Yuba,2018,0,79043
Ciguatera Fish Poisoning,Yuba,2019,0,80250
Ciguatera Fish Poisoning,Yuba,2020,0,81706
Ciguatera Fish Poisoning,Yuba,2021,0,82211
Ciguatera Fish Poisoning,Yuba,2022,0,82533
Coccidioidomycosis,Alameda,2001,8,1465564
Coccidioidomycosis,Alameda,2002,2,1468468
Coccidioidomycosis,Alameda,2003,9,1467187
Coccidioidomycosis,Alameda,2004,12,1465540
Coccidioidomycosis,Alameda,2005,11,1459882
Coccidioidomycosis,Alameda,2006,31,1464839
Coccidioidomycosis,Alameda,2007,26,1476401
Coccidioidomycosis,Alameda,2008,27,1491781
Coccidioidomycosis,Alameda,2009,13,1503827
Coccidioidomycosis,Alameda,2010,21,1510272
Coccidioidomycosis,Alameda,2011,25,1535986
Coccidioidomycosis,Alameda,2012,23,1560713
Coccidioidomycosis,Alameda,2013,29,1584064
Coccidioidomycosis,Alameda,2014,24,1608614
Coccidioidomycosis,Alameda,2015,39,1630159
Coccidioidomycosis,Alameda,2016,48,1647332
Coccidioidomycosis,Alameda,2017,66,1659750
Coccidioidomycosis,Alameda,2018,76,1669659
Coccidioidomycosis,Alameda,2019,97,1678926
Coccidioidomycosis,Alameda,2020,68,1676458
Coccidioidomycosis,Alameda,2021,99,1654938
Coccidioidomycosis,Alameda,2022,79,1638979
Coccidioidomycosis,Alpine,2001,0,1237
Coccidioidomycosis,Alpine,2002,0,1248
Coccidioidomycosis,Alpine,2003,0,1249
Coccidioidomycosis,Alpine,2004,0,1266
Coccidioidomycosis,Alpine,2005,0,1208
Coccidioidomycosis,Alpine,2006,0,1255
Coccidioidomycosis,Alpine,2007,0,1248
Coccidioidomycosis,Alpine,2008,0,1208
Coccidioidomycosis,Alpine,2009,0,1180
Coccidioidomycosis,Alpine,2010,0,1175
Coccidioidomycosis,Alpine,2011,0,1181
Coccidioidomycosis,Alpine,2012,0,1186
Coccidioidomycosis,Alpine,2013,0,1193
Coccidioidomycosis,Alpine,2014,0,1199
Coccidioidomycosis,Alpine,2015,0,1201
Coccidioidomycosis,Alpine,2016,0,1207
Coccidioidomycosis,Alpine,2017,0,1211
Coccidioidomycosis,Alpine,2018,0,1208
Coccidioidomycosis,Alpine,2019,0,1205
Coccidioidomycosis,Alpine,2020,0,1201
Coccidioidomycosis,Alpine,2021,0,1181
Coccidioidomycosis,Alpine,2022,0,1175
Coccidioidomycosis,Amador,2001,0,35784
Coccidioidomycosis,Amador,2002,0,36535
Coccidioidomycosis,Amador,2003,0,36776
Coccidioidomycosis,Amador,2004,2,37147
Coccidioidomycosis,Amador,2005,1,37722
Coccidioidomycosis,Amador,2006,4,37964
Coccidioidomycosis,Amador,2007,2,38085
Coccidioidomycosis,Amador,2008,3,37864
Coccidioidomycosis,Amador,2009,2,37905
Coccidioidomycosis,Amador,2010,2,38091
Coccidioidomycosis,Amador,2011,3,37122
Coccidioidomycosis,Amador,2012,1,36903
Coccidioidomycosis,Amador,2013,0,36561
Coccidioidomycosis,Amador,2014,0,36930
Coccidioidomycosis,Amador,2015,4,36905
Coccidioidomycosis,Amador,2016,0,37929
Coccidioidomycosis,Amador,2017,1,38549
Coccidioidomycosis,Amador,2018,7,40038
Coccidioidomycosis,Amador,2019,5,40279
Coccidioidomycosis,Amador,2020,7,40446
Coccidioidomycosis,Amador,2021,3,40222
Coccidioidomycosis,Amador,2022,5,40052
Coccidioidomycosis,Butte,2001,0,205730
Coccidioidomycosis,Butte,2002,0,208154
Coccidioidomycosis,Butte,2003,0,210623
Coccidioidomycosis,Butte,2004,3,212212
Coccidioidomycosis,Butte,2005,0,213698
Coccidioidomycosis,Butte,2006,1,215684
Coccidioidomycosis,Butte,2007,5,217115
Coccidioidomycosis,Butte,2008,0,218485
Coccidioidomycosis,Butte,2009,1,219287
Coccidioidomycosis,Butte,2010,2,220000
Coccidioidomycosis,Butte,2011,4,222149
Coccidioidomycosis,Butte,2012,4,224316
Coccidioidomycosis,Butte,2013,4,225544
Coccidioidomycosis,Butte,2014,1,227830
Coccidioidomycosis,Butte,2015,0,229359
Coccidioidomycosis,Butte,2016,3,230681
Coccidioidomycosis,Butte,2017,4,233080
Coccidioidomycosis,Butte,2018,1,234627
Coccidioidomycosis,Butte,2019,6,226714
Coccidioidomycosis,Butte,2020,11,210426
Coccidioidomycosis,Butte,2021,13,206694
Coccidioidomycosis,Butte,2022,2,206932
Coccidioidomycosis,Calaveras,2001,0,41428
Coccidioidomycosis,Calaveras,2002,0,42119
Coccidioidomycosis,Calaveras,2003,1,43186
Coccidioidomycosis,Calaveras,2004,0,43924
Coccidioidomycosis,Calaveras,2005,0,44773
Coccidioidomycosis,Calaveras,2006,0,45316
Coccidioidomycosis,Calaveras,2007,0,45638
Coccidioidomycosis,Calaveras,2008,0,45702
Coccidioidomycosis,Calaveras,2009,0,45562
Coccidioidomycosis,Calaveras,2010,0,45578
Coccidioidomycosis,Calaveras,2011,1,45519
Coccidioidomycosis,Calaveras,2012,2,45512
Coccidioidomycosis,Calaveras,2013,3,45429
Coccidioidomycosis,Calaveras,2014,1,45423
Coccidioidomycosis,Calaveras,2015,1,45414
Coccidioidomycosis,Calaveras,2016,1,45365
Coccidioidomycosis,Calaveras,2017,0,45354
Coccidioidomycosis,Calaveras,2018,1,45365
Coccidioidomycosis,Calaveras,2019,3,45285
Coccidioidomycosis,Calaveras,2020,8,45277
Coccidioidomycosis,Calaveras,2021,1,45013
Coccidioidomycosis,Calaveras,2022,2,44833
Coccidioidomycosis,California,2001,1491,34512742
Coccidioidomycosis,California,2002,1612,34938290
Coccidioidomycosis,California,2003,2038,35388928
Coccidioidomycosis,California,2004,2538,35752765
Coccidioidomycosis,California,2005,2838,35985582
Coccidioidomycosis,California,2006,3036,36246822
Coccidioidomycosis,California,2007,2947,36552529
Coccidioidomycosis,California,2008,2390,36856222
Coccidioidomycosis,California,2009,2398,37077204
Coccidioidomycosis,California,2010,4441,37253956
Coccidioidomycosis,California,2011,5234,37703593
Coccidioidomycosis,California,2012,4126,38055785
Coccidioidomycosis,California,2013,3329,38342642
Coccidioidomycosis,California,2014,2334,38644802
Coccidioidomycosis,California,2015,3184,38913507
Coccidioidomycosis,California,2016,5574,39127855
Coccidioidomycosis,California,2017,7713,39328926
Coccidioidomycosis,California,2018,7641,39476064
Coccidioidomycosis,California,2019,9095,39529566
Coccidioidomycosis,California,2020,7267,39520071
Coccidioidomycosis,California,2021,8047,39239553
Coccidioidomycosis,California,2022,7451,39028571
Coccidioidomycosis,Colusa,2001,0,19068
Coccidioidomycosis,Colusa,2002,0,19391
Coccidioidomycosis,Colusa,2003,0,19685
Coccidioidomycosis,Colusa,2004,3,20184
Coccidioidomycosis,Colusa,2005,1,20565
Coccidioidomycosis,Colusa,2006,3,20893
Coccidioidomycosis,Colusa,2007,0,21119
Coccidioidomycosis,Colusa,2008,0,21172
Coccidioidomycosis,Colusa,2009,0,21270
Coccidioidomycosis,Colusa,2010,0,21419
Coccidioidomycosis,Colusa,2011,1,21356
Coccidioidomycosis,Colusa,2012,0,21406
Coccidioidomycosis,Colusa,2013,0,21464
Coccidioidomycosis,Colusa,2014,0,21414
Coccidioidomycosis,Colusa,2015,1,21455
Coccidioidomycosis,Colusa,2016,1,21677
Coccidioidomycosis,Colusa,2017,0,21792
Coccidioidomycosis,Colusa,2018,2,21690
Coccidioidomycosis,Colusa,2019,3,21745
Coccidioidomycosis,Colusa,2020,1,21777
Coccidioidomycosis,Colusa,2021,0,21867
Coccidioidomycosis,Colusa,2022,1,21923
Coccidioidomycosis,Contra Costa,2001,7,970496
Coccidioidomycosis,Contra Costa,2002,7,978795
Coccidioidomycosis,Contra Costa,2003,13,989705
Coccidioidomycosis,Contra Costa,2004,19,998201
Coccidioidomycosis,Contra Costa,2005,19,1004230
Coccidioidomycosis,Contra Costa,2006,29,1010104
Coccidioidomycosis,Contra Costa,2007,22,1021251
Coccidioidomycosis,Contra Costa,2008,10,1033292
Coccidioidomycosis,Contra Costa,2009,14,1043501
Coccidioidomycosis,Contra Costa,2010,16,1049025
Coccidioidomycosis,Contra Costa,2011,31,1068330
Coccidioidomycosis,Contra Costa,2012,29,1082513
Coccidioidomycosis,Contra Costa,2013,38,1098192
Coccidioidomycosis,Contra Costa,2014,30,1112733
Coccidioidomycosis,Contra Costa,2015,50,1128317
Coccidioidomycosis,Contra Costa,2016,67,1141566
Coccidioidomycosis,Contra Costa,2017,89,1149457
Coccidioidomycosis,Contra Costa,2018,109,1158017
Coccidioidomycosis,Contra Costa,2019,134,1162287
Coccidioidomycosis,Contra Costa,2020,145,1165556
Coccidioidomycosis,Contra Costa,2021,135,1160418
Coccidioidomycosis,Contra Costa,2022,87,1149586
Coccidioidomycosis,Del Norte,2001,0,27418
Coccidioidomycosis,Del Norte,2002,0,27615
Coccidioidomycosis,Del Norte,2003,0,27871
Coccidioidomycosis,Del Norte,2004,0,28187
Coccidioidomycosis,Del Norte,2005,0,28315
Coccidioidomycosis,Del Norte,2006,0,28276
Coccidioidomycosis,Del Norte,2007,0,28480
Coccidioidomycosis,Del Norte,2008,0,28571
Coccidioidomycosis,Del Norte,2009,0,28559
Coccidioidomycosis,Del Norte,2010,0,28610
Coccidioidomycosis,Del Norte,2011,0,28261
Coccidioidomycosis,Del Norte,2012,0,28038
Coccidioidomycosis,Del Norte,2013,0,27589
Coccidioidomycosis,Del Norte,2014,0,27260
Coccidioidomycosis,Del Norte,2015,0,27113
Coccidioidomycosis,Del Norte,2016,1,27070
Coccidioidomycosis,Del Norte,2017,1,26898
Coccidioidomycosis,Del Norte,2018,0,27572
Coccidioidomycosis,Del Norte,2019,0,27604
Coccidioidomycosis,Del Norte,2020,0,27638
Coccidioidomycosis,Del Norte,2021,0,27365
Coccidioidomycosis,Del Norte,2022,0,26604
Coccidioidomycosis,El Dorado,2001,1,161880
Coccidioidomycosis,El Dorado,2002,0,164725
Coccidioidomycosis,El Dorado,2003,2,167670
Coccidioidomycosis,El Dorado,2004,2,170304
Coccidioidomycosis,El Dorado,2005,1,173181
Coccidioidomycosis,El Dorado,2006,2,175258
Coccidioidomycosis,El Dorado,2007,0,177195
Coccidioidomycosis,El Dorado,2008,3,178599
Coccidioidomycosis,El Dorado,2009,0,179701
Coccidioidomycosis,El Dorado,2010,0,181058
Coccidioidomycosis,El Dorado,2011,0,180832
Coccidioidomycosis,El Dorado,2012,1,180978
Coccidioidomycosis,El Dorado,2013,1,181963
Coccidioidomycosis,El Dorado,2014,2,181898
Coccidioidomycosis,El Dorado,2015,1,182205
Coccidioidomycosis,El Dorado,2016,2,182937
Coccidioidomycosis,El Dorado,2017,5,184800
Coccidioidomycosis,El Dorado,2018,2,187122
Coccidioidomycosis,El Dorado,2019,5,187905
Coccidioidomycosis,El Dorado,2020,3,191032
Coccidioidomycosis,El Dorado,2021,3,191309
Coccidioidomycosis,El Dorado,2022,6,189382
Coccidioidomycosis,Fresno,2001,55,815003
Coccidioidomycosis,Fresno,2002,73,828637
Coccidioidomycosis,Fresno,2003,142,845917
Coccidioidomycosis,Fresno,2004,130,860226
Coccidioidomycosis,Fresno,2005,331,871910
Coccidioidomycosis,Fresno,2006,665,886376
Coccidioidomycosis,Fresno,2007,400,899826
Coccidioidomycosis,Fresno,2008,323,913239
Coccidioidomycosis,Fresno,2009,489,923895
Coccidioidomycosis,Fresno,2010,724,930450
Coccidioidomycosis,Fresno,2011,735,941793
Coccidioidomycosis,Fresno,2012,483,949363
Coccidioidomycosis,Fresno,2013,314,955481
Coccidioidomycosis,Fresno,2014,163,963010
Coccidioidomycosis,Fresno,2015,280,970859
Coccidioidomycosis,Fresno,2016,614,977361
Coccidioidomycosis,Fresno,2017,834,985393
Coccidioidomycosis,Fresno,2018,644,993965
Coccidioidomycosis,Fresno,2019,625,1001640
Coccidioidomycosis,Fresno,2020,449,1007344
Coccidioidomycosis,Fresno,2021,410,1010453
Coccidioidomycosis,Fresno,2022,448,1012350
Coccidioidomycosis,Glenn,2001,0,26611
Coccidioidomycosis,Glenn,2002,2,26792
Coccidioidomycosis,Glenn,2003,0,27156
Coccidioidomycosis,Glenn,2004,1,27264
Coccidioidomycosis,Glenn,2005,0,27525
Coccidioidomycosis,Glenn,2006,1,27731
Coccidioidomycosis,Glenn,2007,0,28013
Coccidioidomycosis,Glenn,2008,0,28120
Coccidioidomycosis,Glenn,2009,0,28056
Coccidioidomycosis,Glenn,2010,0,28122
Coccidioidomycosis,Glenn,2011,0,28219
Coccidioidomycosis,Glenn,2012,0,28009
Coccidioidomycosis,Glenn,2013,0,28014
Coccidioidomycosis,Glenn,2014,0,28075
Coccidioidomycosis,Glenn,2015,0,28001
Coccidioidomycosis,Glenn,2016,0,28005
Coccidioidomycosis,Glenn,2017,2,28072
Coccidioidomycosis,Glenn,2018,0,28134
Coccidioidomycosis,Glenn,2019,2,28525
Coccidioidomycosis,Glenn,2020,1,28891
Coccidioidomycosis,Glenn,2021,3,28734
Coccidioidomycosis,Glenn,2022,2,28685
Coccidioidomycosis,Humboldt,2001,0,127348
Coccidioidomycosis,Humboldt,2002,0,128755
Coccidioidomycosis,Humboldt,2003,1,130179
Coccidioidomycosis,Humboldt,2004,0,131243
Coccidioidomycosis,Humboldt,2005,0,131689
Coccidioidomycosis,Humboldt,2006,0,132226
Coccidioidomycosis,Humboldt,2007,2,132657
Coccidioidomycosis,Humboldt,2008,0,133201
Coccidioidomycosis,Humboldt,2009,0,133766
Coccidioidomycosis,Humboldt,2010,0,134623
Coccidioidomycosis,Humboldt,2011,1,135810
Coccidioidomycosis,Humboldt,2012,1,135500
Coccidioidomycosis,Humboldt,2013,0,135676
Coccidioidomycosis,Humboldt,2014,0,135710
Coccidioidomycosis,Humboldt,2015,1,136348
Coccidioidomycosis,Humboldt,2016,0,137346
Coccidioidomycosis,Humboldt,2017,2,137492
Coccidioidomycosis,Humboldt,2018,0,137493
Coccidioidomycosis,Humboldt,2019,2,136740
Coccidioidomycosis,Humboldt,2020,2,136204
Coccidioidomycosis,Humboldt,2021,2,134639
Coccidioidomycosis,Humboldt,2022,3,134417
Coccidioidomycosis,Imperial,2001,0,144726
Coccidioidomycosis,Imperial,2002,0,147185
Coccidioidomycosis,Imperial,2003,1,150909
Coccidioidomycosis,Imperial,2004,4,153937
Coccidioidomycosis,Imperial,2005,1,157657
Coccidioidomycosis,Imperial,2006,4,162532
Coccidioidomycosis,Imperial,2007,11,166894
Coccidioidomycosis,Imperial,2008,7,170104
Coccidioidomycosis,Imperial,2009,9,173241
Coccidioidomycosis,Imperial,2010,4,174528
Coccidioidomycosis,Imperial,2011,5,176872
Coccidioidomycosis,Imperial,2012,12,177385
Coccidioidomycosis,Imperial,2013,5,177312
Coccidioidomycosis,Imperial,2014,2,178967
Coccidioidomycosis,Imperial,2015,2,179952
Coccidioidomycosis,Imperial,2016,11,180280
Coccidioidomycosis,Imperial,2017,15,180627
Coccidioidomycosis,Imperial,2018,19,180627
Coccidioidomycosis,Imperial,2019,17,180809
Coccidioidomycosis,Imperial,2020,5,180182
Coccidioidomycosis,Imperial,2021,1,179340
Coccidioidomycosis,Imperial,2022,20,179062
Coccidioidomycosis,Inyo,2001,0,18207
Coccidioidomycosis,Inyo,2002,0,18415
Coccidioidomycosis,Inyo,2003,0,18507
Coccidioidomycosis,Inyo,2004,0,18559
Coccidioidomycosis,Inyo,2005,0,18463
Coccidioidomycosis,Inyo,2006,1,18421
Coccidioidomycosis,Inyo,2007,0,18447
Coccidioidomycosis,Inyo,2008,0,18383
Coccidioidomycosis,Inyo,2009,0,18448
Coccidioidomycosis,Inyo,2010,0,18546
Coccidioidomycosis,Inyo,2011,0,18624
Coccidioidomycosis,Inyo,2012,0,18702
Coccidioidomycosis,Inyo,2013,0,18761
Coccidioidomycosis,Inyo,2014,1,18873
Coccidioidomycosis,Inyo,2015,0,18911
Coccidioidomycosis,Inyo,2016,0,18956
Coccidioidomycosis,Inyo,2017,0,18945
Coccidioidomycosis,Inyo,2018,0,18953
Coccidioidomycosis,Inyo,2019,0,18947
Coccidioidomycosis,Inyo,2020,1,18985
Coccidioidomycosis,Inyo,2021,3,18879
Coccidioidomycosis,Inyo,2022,1,18864
Coccidioidomycosis,Kern,2001,948,679674
Coccidioidomycosis,Kern,2002,994,696504
Coccidioidomycosis,Kern,2003,1233,717797
Coccidioidomycosis,Kern,2004,1466,740022
Coccidioidomycosis,Kern,2005,1505,761972
Coccidioidomycosis,Kern,2006,1018,786220
Coccidioidomycosis,Kern,2007,1393,805798
Coccidioidomycosis,Kern,2008,835,819891
Coccidioidomycosis,Kern,2009,597,831134
Coccidioidomycosis,Kern,2010,1913,839631
Coccidioidomycosis,Kern,2011,2565,850117
Coccidioidomycosis,Kern,2012,1854,858439
Coccidioidomycosis,Kern,2013,1659,867036
Coccidioidomycosis,Kern,2014,931,872913
Coccidioidomycosis,Kern,2015,1083,878081
Coccidioidomycosis,Kern,2016,2258,880702
Coccidioidomycosis,Kern,2017,2793,888203
Coccidioidomycosis,Kern,2018,2951,895655
Coccidioidomycosis,Kern,2019,3385,903150
Coccidioidomycosis,Kern,2020,2631,905241
Coccidioidomycosis,Kern,2021,2819,908195
Coccidioidomycosis,Kern,2022,2407,908513
Coccidioidomycosis,Kings,2001,37,132441
Coccidioidomycosis,Kings,2002,46,134664
Coccidioidomycosis,Kings,2003,51,138772
Coccidioidomycosis,Kings,2004,73,142617
Coccidioidomycosis,Kings,2005,128,144601
Coccidioidomycosis,Kings,2006,233,147496
Coccidioidomycosis,Kings,2007,138,150378
Coccidioidomycosis,Kings,2008,185,151834
Coccidioidomycosis,Kings,2009,204,151794
Coccidioidomycosis,Kings,2010,386,152982
Coccidioidomycosis,Kings,2011,375,151488
Coccidioidomycosis,Kings,2012,242,149766
Coccidioidomycosis,Kings,2013,108,149667
Coccidioidomycosis,Kings,2014,78,148494
Coccidioidomycosis,Kings,2015,104,148525
Coccidioidomycosis,Kings,2016,235,147615
Coccidioidomycosis,Kings,2017,273,148933
Coccidioidomycosis,Kings,2018,173,151040
Coccidioidomycosis,Kings,2019,220,151691
Coccidioidomycosis,Kings,2020,157,152200
Coccidioidomycosis,Kings,2021,168,151514
Coccidioidomycosis,Kings,2022,168,151337
Coccidioidomycosis,Lake,2001,0,60046
Coccidioidomycosis,Lake,2002,0,61005
Coccidioidomycosis,Lake,2003,0,61981
Coccidioidomycosis,Lake,2004,1,62633
Coccidioidomycosis,Lake,2005,0,63107
Coccidioidomycosis,Lake,2006,0,63792
Coccidioidomycosis,Lake,2007,0,63986
Coccidioidomycosis,Lake,2008,0,64370
Coccidioidomycosis,Lake,2009,1,64396
Coccidioidomycosis,Lake,2010,1,64665
Coccidioidomycosis,Lake,2011,0,66259
Coccidioidomycosis,Lake,2012,0,67017
Coccidioidomycosis,Lake,2013,0,67300
Coccidioidomycosis,Lake,2014,0,67677
Coccidioidomycosis,Lake,2015,0,66931
Coccidioidomycosis,Lake,2016,2,66945
Coccidioidomycosis,Lake,2017,2,67963
Coccidioidomycosis,Lake,2018,1,68358
Coccidioidomycosis,Lake,2019,2,68114
Coccidioidomycosis,Lake,2020,2,67637
Coccidioidomycosis,Lake,2021,0,67572
Coccidioidomycosis,Lake,2022,0,67391
Coccidioidomycosis,Lassen,2001,2,33650
Coccidioidomycosis,Lassen,2002,0,33603
Coccidioidomycosis,Lassen,2003,2,34053
Coccidioidomycosis,Lassen,2004,4,34574
Coccidioidomycosis,Lassen,2005,0,34528
Coccidioidomycosis,Lassen,2006,1,35011
Coccidioidomycosis,Lassen,2007,1,35749
Coccidioidomycosis,Lassen,2008,0,35120
Coccidioidomycosis,Lassen,2009,0,34773
Coccidioidomycosis,Lassen,2010,0,34895
Coccidioidomycosis,Lassen,2011,0,34813
Coccidioidomycosis,Lassen,2012,0,33533
Coccidioidomycosis,Lassen,2013,0,33040
Coccidioidomycosis,Lassen,2014,0,32725
Coccidioidomycosis,Lassen,2015,9,31697
Coccidioidomycosis,Lassen,2016,6,32309
Coccidioidomycosis,Lassen,2017,0,32655
Coccidioidomycosis,Lassen,2018,1,32936
Coccidioidomycosis,Lassen,2019,0,32857
Coccidioidomycosis,Lassen,2020,1,31719
Coccidioidomycosis,Lassen,2021,0,30851
Coccidioidomycosis,Lassen,2022,1,29387
Coccidioidomycosis,Los Angeles,2001,79,9635795
Coccidioidomycosis,Los Angeles,2002,94,9722444
Coccidioidomycosis,Los Angeles,2003,103,9791022
Coccidioidomycosis,Los Angeles,2004,150,9822508
Coccidioidomycosis,Los Angeles,2005,226,9809557
Coccidioidomycosis,Los Angeles,2006,197,9787327
Coccidioidomycosis,Los Angeles,2007,172,9773894
Coccidioidomycosis,Los Angeles,2008,242,9796812
Coccidioidomycosis,Los Angeles,2009,194,9805233
Coccidioidomycosis,Los Angeles,2010,245,9818603
Coccidioidomycosis,Los Angeles,2011,316,9893861
Coccidioidomycosis,Los Angeles,2012,335,9970512
Coccidioidomycosis,Los Angeles,2013,347,10012612
Coccidioidomycosis,Los Angeles,2014,403,10052498
Coccidioidomycosis,Los Angeles,2015,558,10083826
Coccidioidomycosis,Los Angeles,2016,731,10099858
Coccidioidomycosis,Los Angeles,2017,934,10114636
Coccidioidomycosis,Los Angeles,2018,1013,10100671
Coccidioidomycosis,Los Angeles,2019,1154,10063851
Coccidioidomycosis,Los Angeles,2020,1081,10013543
Coccidioidomycosis,Los Angeles,2021,1450,9905214
Coccidioidomycosis,Los Angeles,2022,1536,9792167
Coccidioidomycosis,Madera,2001,7,126456
Coccidioidomycosis,Madera,2002,18,128484
Coccidioidomycosis,Madera,2003,11,132814
Coccidioidomycosis,Madera,2004,27,136488
Coccidioidomycosis,Madera,2005,26,139868
Coccidioidomycosis,Madera,2006,30,143528
Coccidioidomycosis,Madera,2007,30,146806
Coccidioidomycosis,Madera,2008,21,149114
Coccidioidomycosis,Madera,2009,26,150151
Coccidioidomycosis,Madera,2010,33,150865
Coccidioidomycosis,Madera,2011,44,151338
Coccidioidomycosis,Madera,2012,24,150285
Coccidioidomycosis,Madera,2013,46,151234
Coccidioidomycosis,Madera,2014,35,152611
Coccidioidomycosis,Madera,2015,54,152897
Coccidioidomycosis,Madera,2016,49,153136
Coccidioidomycosis,Madera,2017,64,154238
Coccidioidomycosis,Madera,2018,58,155476
Coccidioidomycosis,Madera,2019,64,155291
Coccidioidomycosis,Madera,2020,22,156141
Coccidioidomycosis,Madera,2021,38,156860
Coccidioidomycosis,Madera,2022,51,157382
Coccidioidomycosis,Marin,2001,0,247731
Coccidioidomycosis,Marin,2002,1,247382
Coccidioidomycosis,Marin,2003,1,247280
Coccidioidomycosis,Marin,2004,2,246684
Coccidioidomycosis,Marin,2005,2,246686
Coccidioidomycosis,Marin,2006,0,247247
Coccidioidomycosis,Marin,2007,0,248802
Coccidioidomycosis,Marin,2008,1,250288
Coccidioidomycosis,Marin,2009,2,251230
Coccidioidomycosis,Marin,2010,4,252409
Coccidioidomycosis,Marin,2011,3,255411
Coccidioidomycosis,Marin,2012,1,257455
Coccidioidomycosis,Marin,2013,6,260645
Coccidioidomycosis,Marin,2014,2,263335
Coccidioidomycosis,Marin,2015,1,263964
Coccidioidomycosis,Marin,2016,2,265181
Coccidioidomycosis,Marin,2017,4,264753
Coccidioidomycosis,Marin,2018,5,264944
Coccidioidomycosis,Marin,2019,5,263917
Coccidioidomycosis,Marin,2020,6,261227
Coccidioidomycosis,Marin,2021,4,258385
Coccidioidomycosis,Marin,2022,2,254590
Coccidioidomycosis,Mariposa,2001,0,17269
Coccidioidomycosis,Mariposa,2002,0,17461
Coccidioidomycosis,Mariposa,2003,0,17764
Coccidioidomycosis,Mariposa,2004,0,17872
Coccidioidomycosis,Mariposa,2005,0,18057
Coccidioidomycosis,Mariposa,2006,0,18244
Coccidioidomycosis,Mariposa,2007,0,18376
Coccidioidomycosis,Mariposa,2008,0,18385
Coccidioidomycosis,Mariposa,2009,0,18281
Coccidioidomycosis,Mariposa,2010,0,18251
Coccidioidomycosis,Mariposa,2011,0,18157
Coccidioidomycosis,Mariposa,2012,0,18072
Coccidioidomycosis,Mariposa,2013,0,17937
Coccidioidomycosis,Mariposa,2014,0,17848
Coccidioidomycosis,Mariposa,2015,2,17732
Coccidioidomycosis,Mariposa,2016,3,17644
Coccidioidomycosis,Mariposa,2017,3,17502
Coccidioidomycosis,Mariposa,2018,1,17345
Coccidioidomycosis,Mariposa,2019,2,17213
Coccidioidomycosis,Mariposa,2020,1,17124
Coccidioidomycosis,Mariposa,2021,2,17016
Coccidioidomycosis,Mariposa,2022,1,16970
Coccidioidomycosis,Mendocino,2001,0,87140
Coccidioidomycosis,Mendocino,2002,0,87507
Coccidioidomycosis,Mendocino,2003,1,88017
Coccidioidomycosis,Mendocino,2004,1,88239
Coccidioidomycosis,Mendocino,2005,0,88016
Coccidioidomycosis,Mendocino,2006,0,87584
Coccidioidomycosis,Mendocino,2007,1,87646
Coccidioidomycosis,Mendocino,2008,0,87782
Coccidioidomycosis,Mendocino,2009,0,87569
Coccidioidomycosis,Mendocino,2010,0,87841
Coccidioidomycosis,Mendocino,2011,1,87826
Coccidioidomycosis,Mendocino,2012,0,88936
Coccidioidomycosis,Mendocino,2013,1,89346
Coccidioidomycosis,Mendocino,2014,0,90108
Coccidioidomycosis,Mendocino,2015,1,90198
Coccidioidomycosis,Mendocino,2016,0,91021
Coccidioidomycosis,Mendocino,2017,1,91609
Coccidioidomycosis,Mendocino,2018,0,91726
Coccidioidomycosis,Mendocino,2019,3,91727
Coccidioidomycosis,Mendocino,2020,2,91074
Coccidioidomycosis,Mendocino,2021,1,90445
Coccidioidomycosis,Mendocino,2022,3,89530
Coccidioidomycosis,Merced,2001,6,217319
Coccidioidomycosis,Merced,2002,15,222733
Coccidioidomycosis,Merced,2003,17,229182
Coccidioidomycosis,Merced,2004,11,235549
Coccidioidomycosis,Merced,2005,17,240600
Coccidioidomycosis,Merced,2006,11,245555
Coccidioidomycosis,Merced,2007,11,249538
Coccidioidomycosis,Merced,2008,14,251932
Coccidioidomycosis,Merced,2009,18,254123
Coccidioidomycosis,Merced,2010,57,255793
Coccidioidomycosis,Merced,2011,53,259700
Coccidioidomycosis,Merced,2012,62,262303
Coccidioidomycosis,Merced,2013,54,263324
Coccidioidomycosis,Merced,2014,54,265556
Coccidioidomycosis,Merced,2015,91,267099
Coccidioidomycosis,Merced,2016,81,268701
Coccidioidomycosis,Merced,2017,107,272610
Coccidioidomycosis,Merced,2018,137,274871
Coccidioidomycosis,Merced,2019,106,278157
Coccidioidomycosis,Merced,2020,79,280909
Coccidioidomycosis,Merced,2021,81,281750
Coccidioidomycosis,Merced,2022,69,285593
Coccidioidomycosis,Modoc,2001,0,9434
Coccidioidomycosis,Modoc,2002,0,9400
Coccidioidomycosis,Modoc,2003,0,9511
Coccidioidomycosis,Modoc,2004,0,9602
Coccidioidomycosis,Modoc,2005,0,9588
Coccidioidomycosis,Modoc,2006,0,9639
Coccidioidomycosis,Modoc,2007,0,9590
Coccidioidomycosis,Modoc,2008,0,9623
Coccidioidomycosis,Modoc,2009,0,9632
Coccidioidomycosis,Modoc,2010,0,9686
Coccidioidomycosis,Modoc,2011,0,9479
Coccidioidomycosis,Modoc,2012,0,9341
Coccidioidomycosis,Modoc,2013,0,9049
Coccidioidomycosis,Modoc,2014,0,8959
Coccidioidomycosis,Modoc,2015,0,8952
